地區,項目,欄位名稱,數值,資料時間日期,性別,年齡,國籍,婚姻狀況別
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡第三四分位數Q3(單位:歲),港澳地區_喪偶,53.8,2018-01-01T00:00:00,,,港澳地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡平均數(單位:歲),港澳地區_未婚,30.6,2018-01-01T00:00:00,,,港澳地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡平均數(單位:歲),港澳地區_離婚,40,2018-01-01T00:00:00,,,港澳地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡平均數(單位:歲),港澳地區_喪偶,52.5,2018-01-01T00:00:00,,,港澳地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡第一四分位數Q1(單位:歲),港澳地區_婚姻狀況別,28.4,2018-01-01T00:00:00,,,港澳地區,婚姻狀況別
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡中位數Q2(單位:歲),港澳地區_婚姻狀況別,32.5,2018-01-01T00:00:00,,,港澳地區,婚姻狀況別
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡第三四分位數Q3(單位:歲),港澳地區_婚姻狀況別,38.6,2018-01-01T00:00:00,,,港澳地區,婚姻狀況別
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡平均數(單位:歲),港澳地區_婚姻狀況別,34.5,2018-01-01T00:00:00,,,港澳地區,婚姻狀況別
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡第一四分位數Q1(單位:歲),港澳地區_婚姻狀況別,26.3,2018-01-01T00:00:00,,,港澳地區,婚姻狀況別
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡中位數Q2(單位:歲),港澳地區_婚姻狀況別,29.5,2018-01-01T00:00:00,,,港澳地區,婚姻狀況別
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡平均數(單位:歲),港澳地區_婚姻狀況別,31.5,2018-01-01T00:00:00,,,港澳地區,婚姻狀況別
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡第三四分位數Q3(單位:歲),港澳地區_婚姻狀況別,34.1,2018-01-01T00:00:00,,,港澳地區,婚姻狀況別
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_未滿15歲_東南亞地區_未婚,0,2018-01-01T00:00:00,男,未滿15歲,東南亞地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_未滿15歲_東南亞地區_離婚,0,2018-01-01T00:00:00,男,未滿15歲,東南亞地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_未滿15歲_東南亞地區_喪偶,0,2018-01-01T00:00:00,男,未滿15歲,東南亞地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_15~19歲_東南亞地區_未婚,0,2018-01-01T00:00:00,男,15~19歲,東南亞地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_15~19歲_東南亞地區_離婚,0,2018-01-01T00:00:00,男,15~19歲,東南亞地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_15~19歲_東南亞地區_喪偶,0,2018-01-01T00:00:00,男,15~19歲,東南亞地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_20~24歲_東南亞地區_未婚,15,2018-01-01T00:00:00,男,20~24歲,東南亞地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_20~24歲_東南亞地區_離婚,0,2018-01-01T00:00:00,男,20~24歲,東南亞地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_20~24歲_東南亞地區_喪偶,0,2018-01-01T00:00:00,男,20~24歲,東南亞地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_25~29歲_東南亞地區_未婚,45,2018-01-01T00:00:00,男,25~29歲,東南亞地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_25~29歲_東南亞地區_離婚,2,2018-01-01T00:00:00,男,25~29歲,東南亞地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_25~29歲_東南亞地區_喪偶,0,2018-01-01T00:00:00,男,25~29歲,東南亞地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_30~34歲_東南亞地區_未婚,43,2018-01-01T00:00:00,男,30~34歲,東南亞地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_30~34歲_東南亞地區_離婚,0,2018-01-01T00:00:00,男,30~34歲,東南亞地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_30~34歲_東南亞地區_喪偶,0,2018-01-01T00:00:00,男,30~34歲,東南亞地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_35~39歲_東南亞地區_未婚,18,2018-01-01T00:00:00,男,35~39歲,東南亞地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_35~39歲_東南亞地區_離婚,1,2018-01-01T00:00:00,男,35~39歲,東南亞地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_35~39歲_東南亞地區_喪偶,0,2018-01-01T00:00:00,男,35~39歲,東南亞地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_40~44歲_東南亞地區_未婚,6,2018-01-01T00:00:00,男,40~44歲,東南亞地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_40~44歲_東南亞地區_離婚,2,2018-01-01T00:00:00,男,40~44歲,東南亞地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_40~44歲_東南亞地區_喪偶,0,2018-01-01T00:00:00,男,40~44歲,東南亞地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_45~49歲_東南亞地區_未婚,3,2018-01-01T00:00:00,男,45~49歲,東南亞地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_45~49歲_東南亞地區_離婚,0,2018-01-01T00:00:00,男,45~49歲,東南亞地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_45~49歲_東南亞地區_喪偶,0,2018-01-01T00:00:00,男,45~49歲,東南亞地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_50~54歲_東南亞地區_未婚,2,2018-01-01T00:00:00,男,50~54歲,東南亞地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_50~54歲_東南亞地區_離婚,1,2018-01-01T00:00:00,男,50~54歲,東南亞地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_50~54歲_東南亞地區_喪偶,0,2018-01-01T00:00:00,男,50~54歲,東南亞地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_55~59歲_東南亞地區_未婚,0,2018-01-01T00:00:00,男,55~59歲,東南亞地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_55~59歲_東南亞地區_離婚,1,2018-01-01T00:00:00,男,55~59歲,東南亞地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_55~59歲_東南亞地區_喪偶,0,2018-01-01T00:00:00,男,55~59歲,東南亞地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_60~64歲_東南亞地區_未婚,0,2018-01-01T00:00:00,男,60~64歲,東南亞地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_60~64歲_東南亞地區_離婚,0,2018-01-01T00:00:00,男,60~64歲,東南亞地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_60~64歲_東南亞地區_喪偶,0,2018-01-01T00:00:00,男,60~64歲,東南亞地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_65歲以上_東南亞地區_未婚,0,2018-01-01T00:00:00,男,65歲以上,東南亞地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_65歲以上_東南亞地區_離婚,0,2018-01-01T00:00:00,男,65歲以上,東南亞地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_65歲以上_東南亞地區_喪偶,0,2018-01-01T00:00:00,男,65歲以上,東南亞地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡第一四分位數Q1(單位:歲),東南亞地區_未婚,27,2018-01-01T00:00:00,,,東南亞地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡第一四分位數Q1(單位:歲),東南亞地區_離婚,29.4,2018-01-01T00:00:00,,,東南亞地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡第一四分位數Q1(單位:歲),東南亞地區_喪偶,0,2018-01-01T00:00:00,,,東南亞地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡中位數Q2(單位:歲),東南亞地區_未婚,30.7,2018-01-01T00:00:00,,,東南亞地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡中位數Q2(單位:歲),東南亞地區_離婚,41.3,2018-01-01T00:00:00,,,東南亞地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡中位數Q2(單位:歲),東南亞地區_喪偶,0,2018-01-01T00:00:00,,,東南亞地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡第三四分位數Q3(單位:歲),東南亞地區_未婚,34.5,2018-01-01T00:00:00,,,東南亞地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡第三四分位數Q3(單位:歲),東南亞地區_離婚,51.3,2018-01-01T00:00:00,,,東南亞地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡第三四分位數Q3(單位:歲),東南亞地區_喪偶,0,2018-01-01T00:00:00,,,東南亞地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡平均數(單位:歲),東南亞地區_未婚,31.4,2018-01-01T00:00:00,,,東南亞地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡平均數(單位:歲),東南亞地區_離婚,41.1,2018-01-01T00:00:00,,,東南亞地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_未滿15歲_東南亞地區_未婚,0,2018-01-01T00:00:00,女,未滿15歲,東南亞地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡平均數(單位:歲),東南亞地區_喪偶,0,2018-01-01T00:00:00,,,東南亞地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_未滿15歲_東南亞地區_離婚,0,2018-01-01T00:00:00,女,未滿15歲,東南亞地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_未滿15歲_東南亞地區_喪偶,0,2018-01-01T00:00:00,女,未滿15歲,東南亞地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_15~19歲_東南亞地區_未婚,97,2018-01-01T00:00:00,女,15~19歲,東南亞地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_15~19歲_東南亞地區_離婚,0,2018-01-01T00:00:00,女,15~19歲,東南亞地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_15~19歲_東南亞地區_喪偶,0,2018-01-01T00:00:00,女,15~19歲,東南亞地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_20~24歲_東南亞地區_未婚,195,2018-01-01T00:00:00,女,20~24歲,東南亞地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_20~24歲_東南亞地區_離婚,4,2018-01-01T00:00:00,女,20~24歲,東南亞地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_20~24歲_東南亞地區_喪偶,0,2018-01-01T00:00:00,女,20~24歲,東南亞地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_25~29歲_東南亞地區_未婚,195,2018-01-01T00:00:00,女,25~29歲,東南亞地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_25~29歲_東南亞地區_離婚,12,2018-01-01T00:00:00,女,25~29歲,東南亞地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_25~29歲_東南亞地區_喪偶,0,2018-01-01T00:00:00,女,25~29歲,東南亞地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_30~34歲_東南亞地區_未婚,102,2018-01-01T00:00:00,女,30~34歲,東南亞地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_30~34歲_東南亞地區_離婚,65,2018-01-01T00:00:00,女,30~34歲,東南亞地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_30~34歲_東南亞地區_喪偶,7,2018-01-01T00:00:00,女,30~34歲,東南亞地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_35~39歲_東南亞地區_未婚,43,2018-01-01T00:00:00,女,35~39歲,東南亞地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_35~39歲_東南亞地區_離婚,67,2018-01-01T00:00:00,女,35~39歲,東南亞地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_35~39歲_東南亞地區_喪偶,9,2018-01-01T00:00:00,女,35~39歲,東南亞地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_40~44歲_東南亞地區_未婚,21,2018-01-01T00:00:00,女,40~44歲,東南亞地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_40~44歲_東南亞地區_離婚,20,2018-01-01T00:00:00,女,40~44歲,東南亞地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_40~44歲_東南亞地區_喪偶,2,2018-01-01T00:00:00,女,40~44歲,東南亞地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_45~49歲_東南亞地區_未婚,15,2018-01-01T00:00:00,女,45~49歲,東南亞地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_45~49歲_東南亞地區_離婚,3,2018-01-01T00:00:00,女,45~49歲,東南亞地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_45~49歲_東南亞地區_喪偶,3,2018-01-01T00:00:00,女,45~49歲,東南亞地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_50~54歲_東南亞地區_未婚,3,2018-01-01T00:00:00,女,50~54歲,東南亞地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_50~54歲_東南亞地區_離婚,4,2018-01-01T00:00:00,女,50~54歲,東南亞地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_50~54歲_東南亞地區_喪偶,0,2018-01-01T00:00:00,女,50~54歲,東南亞地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_55~59歲_東南亞地區_未婚,1,2018-01-01T00:00:00,女,55~59歲,東南亞地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_55~59歲_東南亞地區_離婚,1,2018-01-01T00:00:00,女,55~59歲,東南亞地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_55~59歲_東南亞地區_喪偶,1,2018-01-01T00:00:00,女,55~59歲,東南亞地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_60~64歲_東南亞地區_未婚,0,2018-01-01T00:00:00,女,60~64歲,東南亞地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_60~64歲_東南亞地區_離婚,0,2018-01-01T00:00:00,女,60~64歲,東南亞地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_60~64歲_東南亞地區_喪偶,1,2018-01-01T00:00:00,女,60~64歲,東南亞地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_65歲以上_東南亞地區_未婚,0,2018-01-01T00:00:00,女,65歲以上,東南亞地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_65歲以上_東南亞地區_離婚,1,2018-01-01T00:00:00,女,65歲以上,東南亞地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_65歲以上_東南亞地區_喪偶,0,2018-01-01T00:00:00,女,65歲以上,東南亞地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡第一四分位數Q1(單位:歲),東南亞地區_未婚,21.8,2018-01-01T00:00:00,,,東南亞地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡第一四分位數Q1(單位:歲),東南亞地區_離婚,32.2,2018-01-01T00:00:00,,,東南亞地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡第一四分位數Q1(單位:歲),東南亞地區_喪偶,34.1,2018-01-01T00:00:00,,,東南亞地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡中位數Q2(單位:歲),東南亞地區_未婚,26.1,2018-01-01T00:00:00,,,東南亞地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡中位數Q2(單位:歲),東南亞地區_離婚,35.6,2018-01-01T00:00:00,,,東南亞地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡中位數Q2(單位:歲),東南亞地區_喪偶,37.5,2018-01-01T00:00:00,,,東南亞地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡第三四分位數Q3(單位:歲),東南亞地區_未婚,30.8,2018-01-01T00:00:00,,,東南亞地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡第三四分位數Q3(單位:歲),東南亞地區_離婚,38.9,2018-01-01T00:00:00,,,東南亞地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡平均數(單位:歲),東南亞地區_未婚,27.1,2018-01-01T00:00:00,,,東南亞地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡第三四分位數Q3(單位:歲),東南亞地區_喪偶,43.1,2018-01-01T00:00:00,,,東南亞地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡平均數(單位:歲),東南亞地區_離婚,36,2018-01-01T00:00:00,,,東南亞地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡平均數(單位:歲),東南亞地區_喪偶,39.7,2018-01-01T00:00:00,,,東南亞地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡第一四分位數Q1(單位:歲),東南亞地區_婚姻狀況別,27.1,2018-01-01T00:00:00,,,東南亞地區,婚姻狀況別
