地區,項目,欄位名稱,數值,資料時間日期,性別,年齡,國籍,婚姻狀況別
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡中位數Q2(單位:歲),東南亞地區_婚姻狀況別,30.9,2018-01-01T00:00:00,,,東南亞地區,婚姻狀況別
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡第三四分位數Q3(單位:歲),東南亞地區_婚姻狀況別,34.9,2018-01-01T00:00:00,,,東南亞地區,婚姻狀況別
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡平均數(單位:歲),東南亞地區_婚姻狀況別,31.9,2018-01-01T00:00:00,,,東南亞地區,婚姻狀況別
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡第一四分位數Q1(單位:歲),東南亞地區_婚姻狀況別,23,2018-01-01T00:00:00,,,東南亞地區,婚姻狀況別
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡中位數Q2(單位:歲),東南亞地區_婚姻狀況別,28.4,2018-01-01T00:00:00,,,東南亞地區,婚姻狀況別
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡第三四分位數Q3(單位:歲),東南亞地區_婚姻狀況別,34.3,2018-01-01T00:00:00,,,東南亞地區,婚姻狀況別
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡平均數(單位:歲),東南亞地區_婚姻狀況別,29.2,2018-01-01T00:00:00,,,東南亞地區,婚姻狀況別
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_未滿15歲_其他地區_未婚,0,2018-01-01T00:00:00,男,未滿15歲,其他地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_未滿15歲_其他地區_離婚,0,2018-01-01T00:00:00,男,未滿15歲,其他地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_未滿15歲_其他地區_喪偶,0,2018-01-01T00:00:00,男,未滿15歲,其他地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_15~19歲_其他地區_未婚,1,2018-01-01T00:00:00,男,15~19歲,其他地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_15~19歲_其他地區_離婚,0,2018-01-01T00:00:00,男,15~19歲,其他地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_15~19歲_其他地區_喪偶,0,2018-01-01T00:00:00,男,15~19歲,其他地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_20~24歲_其他地區_未婚,28,2018-01-01T00:00:00,男,20~24歲,其他地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_20~24歲_其他地區_離婚,0,2018-01-01T00:00:00,男,20~24歲,其他地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_20~24歲_其他地區_喪偶,0,2018-01-01T00:00:00,男,20~24歲,其他地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_25~29歲_其他地區_未婚,72,2018-01-01T00:00:00,男,25~29歲,其他地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_25~29歲_其他地區_離婚,3,2018-01-01T00:00:00,男,25~29歲,其他地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_25~29歲_其他地區_喪偶,0,2018-01-01T00:00:00,男,25~29歲,其他地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_30~34歲_其他地區_未婚,94,2018-01-01T00:00:00,男,30~34歲,其他地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_30~34歲_其他地區_離婚,3,2018-01-01T00:00:00,男,30~34歲,其他地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_30~34歲_其他地區_喪偶,0,2018-01-01T00:00:00,男,30~34歲,其他地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_35~39歲_其他地區_未婚,57,2018-01-01T00:00:00,男,35~39歲,其他地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_35~39歲_其他地區_離婚,2,2018-01-01T00:00:00,男,35~39歲,其他地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_35~39歲_其他地區_喪偶,0,2018-01-01T00:00:00,男,35~39歲,其他地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_40~44歲_其他地區_未婚,29,2018-01-01T00:00:00,男,40~44歲,其他地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_40~44歲_其他地區_離婚,2,2018-01-01T00:00:00,男,40~44歲,其他地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_40~44歲_其他地區_喪偶,0,2018-01-01T00:00:00,男,40~44歲,其他地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_45~49歲_其他地區_未婚,13,2018-01-01T00:00:00,男,45~49歲,其他地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_45~49歲_其他地區_離婚,2,2018-01-01T00:00:00,男,45~49歲,其他地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_60~64歲_其他地區_未婚,3,2018-01-01T00:00:00,男,60~64歲,其他地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_60~64歲_其他地區_離婚,0,2018-01-01T00:00:00,男,60~64歲,其他地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_60~64歲_其他地區_喪偶,0,2018-01-01T00:00:00,男,60~64歲,其他地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_65歲以上_其他地區_未婚,3,2018-01-01T00:00:00,男,65歲以上,其他地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_65歲以上_其他地區_離婚,4,2018-01-01T00:00:00,男,65歲以上,其他地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_65歲以上_其他地區_喪偶,0,2018-01-01T00:00:00,男,65歲以上,其他地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡第一四分位數Q1(單位:歲),其他地區_未婚,28.5,2018-01-01T00:00:00,,,其他地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡第一四分位數Q1(單位:歲),其他地區_離婚,32.5,2018-01-01T00:00:00,,,其他地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡第一四分位數Q1(單位:歲),其他地區_喪偶,0,2018-01-01T00:00:00,,,其他地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡中位數Q2(單位:歲),其他地區_未婚,33,2018-01-01T00:00:00,,,其他地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡中位數Q2(單位:歲),其他地區_離婚,42.5,2018-01-01T00:00:00,,,其他地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡中位數Q2(單位:歲),其他地區_喪偶,0,2018-01-01T00:00:00,,,其他地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡第三四分位數Q3(單位:歲),其他地區_未婚,38.7,2018-01-01T00:00:00,,,其他地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡第三四分位數Q3(單位:歲),其他地區_離婚,58.8,2018-01-01T00:00:00,,,其他地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡第三四分位數Q3(單位:歲),其他地區_喪偶,0,2018-01-01T00:00:00,,,其他地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡平均數(單位:歲),其他地區_未婚,34.6,2018-01-01T00:00:00,,,其他地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡平均數(單位:歲),其他地區_離婚,45.6,2018-01-01T00:00:00,,,其他地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡平均數(單位:歲),其他地區_喪偶,0,2018-01-01T00:00:00,,,其他地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_未滿15歲_其他地區_未婚,0,2018-01-01T00:00:00,女,未滿15歲,其他地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_未滿15歲_其他地區_離婚,0,2018-01-01T00:00:00,女,未滿15歲,其他地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_20~24歲_其他地區_離婚,0,2018-01-01T00:00:00,女,20~24歲,其他地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_20~24歲_其他地區_喪偶,0,2018-01-01T00:00:00,女,20~24歲,其他地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_25~29歲_其他地區_未婚,34,2018-01-01T00:00:00,女,25~29歲,其他地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_25~29歲_其他地區_離婚,0,2018-01-01T00:00:00,女,25~29歲,其他地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_25~29歲_其他地區_喪偶,0,2018-01-01T00:00:00,女,25~29歲,其他地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_30~34歲_其他地區_未婚,23,2018-01-01T00:00:00,女,30~34歲,其他地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_30~34歲_其他地區_離婚,1,2018-01-01T00:00:00,女,30~34歲,其他地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_30~34歲_其他地區_喪偶,0,2018-01-01T00:00:00,女,30~34歲,其他地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_35~39歲_其他地區_未婚,10,2018-01-01T00:00:00,女,35~39歲,其他地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_35~39歲_其他地區_離婚,1,2018-01-01T00:00:00,女,35~39歲,其他地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_40~44歲_其他地區_喪偶,0,2018-01-01T00:00:00,女,40~44歲,其他地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_45~49歲_其他地區_未婚,0,2018-01-01T00:00:00,女,45~49歲,其他地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_45~49歲_其他地區_離婚,1,2018-01-01T00:00:00,女,45~49歲,其他地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_45~49歲_其他地區_喪偶,0,2018-01-01T00:00:00,女,45~49歲,其他地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_50~54歲_其他地區_未婚,0,2018-01-01T00:00:00,女,50~54歲,其他地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_50~54歲_其他地區_離婚,0,2018-01-01T00:00:00,女,50~54歲,其他地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_50~54歲_其他地區_喪偶,0,2018-01-01T00:00:00,女,50~54歲,其他地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_55~59歲_其他地區_未婚,0,2018-01-01T00:00:00,女,55~59歲,其他地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_55~59歲_其他地區_離婚,0,2018-01-01T00:00:00,女,55~59歲,其他地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_55~59歲_其他地區_喪偶,0,2018-01-01T00:00:00,女,55~59歲,其他地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_60~64歲_其他地區_未婚,0,2018-01-01T00:00:00,女,60~64歲,其他地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_60~64歲_其他地區_離婚,0,2018-01-01T00:00:00,女,60~64歲,其他地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_60~64歲_其他地區_喪偶,0,2018-01-01T00:00:00,女,60~64歲,其他地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_65歲以上_其他地區_未婚,0,2018-01-01T00:00:00,女,65歲以上,其他地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_65歲以上_其他地區_離婚,0,2018-01-01T00:00:00,女,65歲以上,其他地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_65歲以上_其他地區_喪偶,0,2018-01-01T00:00:00,女,65歲以上,其他地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡第一四分位數Q1(單位:歲),其他地區_未婚,26,2018-01-01T00:00:00,,,其他地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡第一四分位數Q1(單位:歲),其他地區_離婚,33.8,2018-01-01T00:00:00,,,其他地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡第一四分位數Q1(單位:歲),其他地區_喪偶,0,2018-01-01T00:00:00,,,其他地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡中位數Q2(單位:歲),其他地區_未婚,29.1,2018-01-01T00:00:00,,,其他地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡中位數Q2(單位:歲),其他地區_離婚,37.5,2018-01-01T00:00:00,,,其他地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡中位數Q2(單位:歲),其他地區_喪偶,0,2018-01-01T00:00:00,,,其他地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡第三四分位數Q3(單位:歲),其他地區_未婚,33.4,2018-01-01T00:00:00,,,其他地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡第三四分位數Q3(單位:歲),其他地區_離婚,46.3,2018-01-01T00:00:00,,,其他地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡第三四分位數Q3(單位:歲),其他地區_喪偶,0,2018-01-01T00:00:00,,,其他地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡平均數(單位:歲),其他地區_未婚,29.7,2018-01-01T00:00:00,,,其他地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡平均數(單位:歲),其他地區_離婚,39.2,2018-01-01T00:00:00,,,其他地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡平均數(單位:歲),其他地區_喪偶,0,2018-01-01T00:00:00,,,其他地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡第一四分位數Q1(單位:歲),其他地區_婚姻狀況別,28.6,2018-01-01T00:00:00,,,其他地區,婚姻狀況別
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡中位數Q2(單位:歲),其他地區_婚姻狀況別,33.2,2018-01-01T00:00:00,,,其他地區,婚姻狀況別
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡第三四分位數Q3(單位:歲),其他地區_婚姻狀況別,39.2,2018-01-01T00:00:00,,,其他地區,婚姻狀況別
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡平均數(單位:歲),其他地區_婚姻狀況別,35.2,2018-01-01T00:00:00,,,其他地區,婚姻狀況別
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_40~44歲_其他地區_離婚,0,2018-01-01T00:00:00,女,40~44歲,其他地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_40~44歲_其他地區_未婚,4,2018-01-01T00:00:00,女,40~44歲,其他地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_35~39歲_其他地區_喪偶,0,2018-01-01T00:00:00,女,35~39歲,其他地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_20~24歲_其他地區_未婚,12,2018-01-01T00:00:00,女,20~24歲,其他地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_15~19歲_其他地區_喪偶,0,2018-01-01T00:00:00,女,15~19歲,其他地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_15~19歲_其他地區_離婚,0,2018-01-01T00:00:00,女,15~19歲,其他地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_15~19歲_其他地區_未婚,3,2018-01-01T00:00:00,女,15~19歲,其他地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_未滿15歲_其他地區_喪偶,0,2018-01-01T00:00:00,女,未滿15歲,其他地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_55~59歲_其他地區_喪偶,0,2018-01-01T00:00:00,男,55~59歲,其他地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_55~59歲_其他地區_離婚,2,2018-01-01T00:00:00,男,55~59歲,其他地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_55~59歲_其他地區_未婚,5,2018-01-01T00:00:00,男,55~59歲,其他地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_50~54歲_其他地區_喪偶,0,2018-01-01T00:00:00,男,50~54歲,其他地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_50~54歲_其他地區_離婚,0,2018-01-01T00:00:00,男,50~54歲,其他地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_50~54歲_其他地區_未婚,11,2018-01-01T00:00:00,男,50~54歲,其他地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_45~49歲_其他地區_喪偶,0,2018-01-01T00:00:00,男,45~49歲,其他地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡第一四分位數Q1(單位:歲),其他地區_婚姻狀況別,26.1,2018-01-01T00:00:00,,,其他地區,婚姻狀況別
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡第三四分位數Q3(單位:歲),其他地區_婚姻狀況別,33.7,2018-01-01T00:00:00,,,其他地區,婚姻狀況別
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡中位數Q2(單位:歲),其他地區_婚姻狀況別,29.3,2018-01-01T00:00:00,,,其他地區,婚姻狀況別
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡平均數(單位:歲),其他地區_婚姻狀況別,30,2018-01-01T00:00:00,,,其他地區,婚姻狀況別
